bgg_id,name,description,image,thumbnail,bgg_link,avg_rating,bgg_rating,users_rated,game_weight,players_min,players_max,players_best,time_min,time_max,time_avg,game_mechanics,game_categories,game_types,year_published
233371,Clank! In! Space!: A Deck-Building Adventure,evil lord eradikus conquer galaxy victory lap sector flagship eradikus prime rule iron grip prize artifact slip cyborg claws fellow thief challenge sneak aboard ship hack way command module steal himalong way ll recruit ally snatch extra loot false step mdash clank careless noise draw attention lord eradikus hack command module steal artifact increase rage d well hope friend loud want escape pod aliveclank space build game system clank deckbuilding adventure player build personal deck card course game card allow spaceship attack thing acquire new card mdash oh yeah mdash noise attract lord eradikus potentially seal doom,https://cf.geekdo-images.com/haDQw7X8Z0VOItfow9eDtg__original/img/Gq7eW_IFnUgIFcWcZSbWihAzdTs=/0x0/filters:format(jpeg)/pic3720843.jpg,https://cf.geekdo-images.com/haDQw7X8Z0VOItfow9eDtg__small/img/mn9ypbuCR2pwOSvor46QRXgVImM=/fit-in/200x150/filters:strip_icc()/pic3720843.jpg,https://boardgamegeek.com/boardgame/233371,7.84553,7.4878,10583,2.5191,2,4,3.11,45,90,90,"Deck, Bag, and Pool Building; Delayed Purchase; Modular Board; Open Drafting; Player Elimination; Point to Point Movement; Push Your Luck",Science Fiction,Strategy Game,2017
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,desire walk street victorian london sherlock holme search professor moriarty search dock giant rat sumatra walk baker street fog roll hear holme cry quotcome watson come game afootquot enter opium den beneath bar gold beware colonel sebastian moran lurk corner capture mystery excitement holmes london challenging informative game player match deductive ability opponent master sleuth sherlock holmesin sherlock holmes consulting detective present mystery solve trace thread evidence byway mansion nineteenth century london interview suspect search newspaper clue fact reach solutionwhy lion murder hyde park responsible miss painting national gallery murder oswald mason case challenge ingenuity deductive abilitiesthis board game dice luck challenge mental ability game thoroughly research holmesian victorian accuracy capture feeling bygone era,https://cf.geekdo-images.com/ptDZ2tJ6dSNiONAx3HH8Tw__original/img/iu21NR45DwHyFY-UPW0m7hwY_vw=/0x0/filters:format(jpeg)/pic3514298.jpg,https://cf.geekdo-images.com/ptDZ2tJ6dSNiONAx3HH8Tw__small/img/TKoDj4fKzLa_m45TCQeDGcBf63o=/fit-in/200x150/filters:strip_icc()/pic3514298.jpg,https://boardgamegeek.com/boardgame/2511,7.70479,7.48654,18404,2.6824,1,8,2.48,60,120,120,Cooperative Game; Deduction; Narrative Choice / Paragraph; Solo / Solitaire Game; Storytelling,Deduction; Murder / Mystery; Novel-based; Post-Napoleonic,Thematic,1982
172287,Champions of Midgard,champion midgard middleweight vikingtheme worker placement game dice roll player leader vike clan travel embattle vike harbor town help defend threat troll draugr mythological norse beast defeat epic creature player gain glory favor god game end player earn glory earn title jarl recognize champion midgardplace worker allow collection resource warrior player send journey neighboring village sea defeat monster gain glory need victory resource carve rune build ship feed follower vike warrior custom dice battle myriad enemy town face,https://cf.geekdo-images.com/VJwOnMF5vwJg2Yaq6ozn3Q__original/img/iEgr80D4UtP0x_WQUYSB60JwGJ0=/0x0/filters:format(jpeg)/pic2869714.jpg,https://cf.geekdo-images.com/VJwOnMF5vwJg2Yaq6ozn3Q__small/img/Ms3h8cBxGzfcKB16q1KPOsmnoG8=/fit-in/200x150/filters:strip_icc()/pic2869714.jpg,https://boardgamegeek.com/boardgame/172287,7.76217,7.48569,14474,2.5909,2,4,3.54,60,90,90,Dice Rolling; Set Collection; Variable Player Powers; Worker Placement,Adventure; Dice; Fantasy; Fighting; Medieval; Mythology,Strategy Game,2015
196340,Yokohama,yokohama fishing village beginning meiji era harbor open foreign country lead trade city japan result japanese product copper raw silk collect yokohama export country time city start incorporate foreign technology culture street modernized shadow development presence yokohama merchantsin yokohama player merchant meiji period try gain fame successful business need build store broaden sale channel learn variety technique course respond trade order abroad,https://cf.geekdo-images.com/3edsEXwH21uaO8HXXdD1Dg__original/img/O-03BIpt7yhPbsffYjDwZc68zbQ=/0x0/filters:format(png)/pic7745916.png,https://cf.geekdo-images.com/3edsEXwH21uaO8HXXdD1Dg__small/img/jUrVfOrsWBIaTRd5F6RKHFOYcaQ=/fit-in/200x150/filters:strip_icc()/pic7745916.png,https://boardgamegeek.com/boardgame/196340,7.84597,7.48552,9746,3.2751,2,4,3,90,90,90,"Contracts; End Game Bonuses; Grid Movement; Modular Board; Network and Route Building; Set Collection; Variable Set-up; Worker Placement; Worker Placement, Different Worker Types",Economic,Strategy Game,2016
198928,Pandemic: Iberia,welcome iberian peninsula set   pandemic iberia ask role nurse railwayman rural doctor sailor find cure malaria typhus yellow fever cholerafrom barcelona lisboa need travel carriage boat train help iberian populace distribute purify water develop railway help slow spread disease new version pandemicdiscover unique world historically significant time period construction railroad iberian peninsula spring nationsthe game come variant add       influx patient   cube represent patient tend flock hospital try cure hospital bit powerful      historical disease   instead generic disease specific power well represent malaria cholera yellow fever etcpart pandemic series,https://cf.geekdo-images.com/yAhmRtAw66-IOg4C22m9bA__original/img/5-_AFNTEq5mcUgw5iddXTyIz4Ho=/0x0/filters:format(jpeg)/pic6834208.jpg,https://cf.geekdo-images.com/yAhmRtAw66-IOg4C22m9bA__small/img/OQJdm7fuUH8qipCt2xiXXTmihoo=/fit-in/200x150/filters:strip_icc()/pic6834208.jpg,https://boardgamegeek.com/boardgame/198928,7.9113,7.48276,8823,2.5779,2,5,3.02,45,45,45,Action Points; Cooperative Game; Hand Management; Network and Route Building; Point to Point Movement; Set Collection; Solo / Solitaire Game; Trading; Variable Player Powers,Medical; Post-Napoleonic; Trains,Strategy Game,2016
218417,Aeon's End: War Eternal,gravehold remain bastion world otherworldly incursion creature know nameless intensify cadre strange survivor emerge void gravehold salvation undoingwar eternal standalone game compatible cooperative deckbuilde game aeon end player struggle defend gravehold nameless horde unique ability powerful spell allnew cast dynamic character feature number innovative mechanism include variable turn order system simulate chaos attack deck management rule require careful planning war eternal play combine aeon end content game experience like,https://cf.geekdo-images.com/H2st1bZH4O0FM46NhKMqyQ__original/img/wR0VHD6Svlp34wxKN6OHV4YZZgM=/0x0/filters:format(jpeg)/pic3430893.jpg,https://cf.geekdo-images.com/H2st1bZH4O0FM46NhKMqyQ__small/img/UqZx4Zn9Td--__2bRSdCDsddi_s=/fit-in/200x150/filters:strip_icc()/pic3430893.jpg,https://boardgamegeek.com/boardgame/218417,8.38619,7.47464,3973,2.9252,1,4,2.21,60,60,60,"Cooperative Game; Deck, Bag, and Pool Building; Hand Management; Open Drafting; Variable Phase Order; Variable Player Powers",Card Game; Fantasy; Fighting; Science Fiction,Strategy Game,2017
127023,Kemet,kemet player deploy troop egyptian tribe use mystical power god ancient egypt ndash powerful army ndash score point glorious battle invasion rich territory game typically play     victory point accrue win attack control temple control fullydeveloped pyramid sacrifice god wield particular magical powersthe conquest land kemet take place phase day night day choose action possible choice provide player mat perform immediately player take action night fall player gather prayer point temple draw divine intervention card determine turn order start new dayas game progress use prayer point acquire power tile enroll magical creature join troop addition intimidate enemy creature provide special powersdetaile miniature component represent combat unit supernatural creature summon enhance combat resolve card choose diminish sixcard hand enhance bonusesplay forum      kemet pbf,https://cf.geekdo-images.com/RmZjhy7_6REp8IaXh9Zqwg__original/img/kRFfkVnQRsBDcbO46TKS6PcT6aE=/0x0/filters:format(jpeg)/pic3979527.jpg,https://cf.geekdo-images.com/RmZjhy7_6REp8IaXh9Zqwg__small/img/930_NppLsnIGUDG_W6wkdOGgKR8=/fit-in/200x150/filters:strip_icc()/pic3979527.jpg,https://boardgamegeek.com/boardgame/127023,7.70287,7.47294,17091,2.9985,2,5,4.27,90,120,120,Action Points; Area Majority / Influence; Area Movement; Card Play Conflict Resolution; Hand Management; Open Drafting; Tech Trees / Tech Tracks,Ancient; Fantasy; Mythology; Wargame,Strategy Game,2012
175155,Forbidden Stars,shift warp storm surround long lose herakon cluster finally abate leave ancient treasure planet sector open rest galaxy great faction galaxy mobilize fleet race establish foothold reward successful domination surpass concern price conquer sector pay livesforbidden star challenge player command mighty fighting force ultramarine chapter space marine eldar craftworld iyanden evil sunz ork clan world eater warband chaos space marine faction offer unique army play style goal remain mdash claim key objective select faction objective token scatter herakon cluster opponent sure defend objective need build massive army command unende war good enemy claim objective fight herakon cluster brutal bloody stride triumphant body fall foe mdash youeach round forbid star divide phase planning phase player turn place order token face separate tile system game board type order token player place correspond type action player resolve second phase play operation phase player reveal token      dominate drain friendly planet important resource      strategize purchasing card upgrade order combat ability      deploy build city factory bastion new mobile unit      advance move unit attack enemiesthe phase round refresh phase player profit planet control reveal event card impassable warp storm heal unit wound battlebecause game threephase structure strategy forbidden star balanced shortterm bluffing longterm tactical military action game setup pose strategic opportunity player start game take turn assemble section herakon cluster place individual system tile starting force enemy objective defend intentional construction unique domination ability game faction mean player work good utilize force strength exploit weakness opponent,https://cf.geekdo-images.com/WlvyznYhlYNXMtMbKKu1oA__original/img/AQ1P6PKw7ZW-XTOAFKhCwsnfP0I=/0x0/filters:format(jpeg)/pic2471359.jpg,https://cf.geekdo-images.com/WlvyznYhlYNXMtMbKKu1oA__small/img/cudczHrJs0wFKywIHBQ6Fb7D7oY=/fit-in/200x150/filters:strip_icc()/pic2471359.jpg,https://boardgamegeek.com/boardgame/175155,7.96845,7.47181,7958,3.8275,2,4,2.89,120,180,180,"Area Majority / Influence; Area Movement; Card Play Conflict Resolution; Deck, Bag, and Pool Building; Dice Rolling; Hand Management; Modular Board; Order Counters; Variable Player Powers",Bluffing; Fighting; Science Fiction; Wargame,Strategy Game,2015
263918,Cartographers,queen gimnax order reclamation northern land cartographer service send map territory claim kingdom nalo official edict queen announce land prize increase reputation meet demand wilderness dragul contest claim outpost draw line carefully reduce influence reclaim great share queenrsquo desire land declare great cartographer kingdomin cartographer roll player tale player compete earn reputation star time season pass season player draw map sheet earn reputation carry queen edict season player reputation star end winter winsmdashdescription publisher,https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__original/img/YzJORdIDNza8kmrY6KEU_h2p2Wo=/0x0/filters:format(png)/pic4397932.png,https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__small/img/TTxZzwbna07hMcPQ0xaFtT10egE=/fit-in/200x150/filters:strip_icc()/pic4397932.png,https://boardgamegeek.com/boardgame/263918,7.71675,7.46932,15948,1.8883,1,100,4.99,30,45,45,Bingo; Enclosure; End Game Bonuses; Grid Coverage; Paper-and-Pencil; Pattern Building; Simultaneous Action Selection; Solo / Solitaire Game; Square Grid; Take That; Variable Set-up,Fantasy; Territory Building,Family Game,2019
175640,Vinhos Deluxe Edition,vinhos portuguese word quotwinesquot trading economic game business wine make despite small size portugal world lead wine producer year harvest cultivate vine choose good variety hire good oenologist trade fair opponent good winemaker gameas winemaker portugal player develop vineyard produce wine achieve maximum profit object game produce quality wine exchange money victory pointsthe vinhos deluxe edition feature new art ian otoole component improved rule original game vinhos new simplified version game board doubleside feature version game main difference edition vinhos     doublesided player board game version     ninth region add     new estate add     farmer new character add     fair streamline new mechanism      action tile replace manager action      multipli tile final scoring     bank action remove     zero initial vintage tile remove     exportation action optimize   player     small rule like limit expert remove action replace vineyard action     exception number thing turn buy hire sell export     thing action     explanation gameplay reduce lot     new solo rule design new game version,https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__original/img/_0ZWOmqFvL5UybNWgPIyioib3mQ=/0x0/filters:format(jpeg)/pic2649446.jpg,https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__small/img/hQLejMza7x_sM1hW24jAocbyqHY=/fit-in/200x150/filters:strip_icc()/pic2649446.jpg,https://boardgamegeek.com/boardgame/175640,8.17908,7.46873,4888,4.043,1,4,3.45,90,180,180,Area Majority / Influence; Variable Phase Order; Worker Placement,Economic; Industry / Manufacturing,Strategy Game,2016
266524,PARKS,park celebration national park feature illustrious art fiftynine parksin park player role hiker trek different trail season year trail hiker action collect memory place hiker visit memory represent resource token like mountain forest collect memory set allow player trade visit national park end hikeeach trail represent season year season trail change grow steadily long trail represent tile shuffle season lay anew round resource tough come especially place yoursquore try reach campfire allow share space time hiker canteen gear improve access resource game itrsquoll tough manage build engine versus spend resource park bet yoursquore challenge welcome parksmdashdescription publisher,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__original/img/_KNgPoC_4l7iN0ntbFILexOJpfc=/0x0/filters:format(jpeg)/pic4852372.jpg,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__small/img/K2AgL-KE_CTcvwahWd7zlt9YR0U=/fit-in/200x150/filters:strip_icc()/pic4852372.jpg,https://boardgamegeek.com/boardgame/266524,7.81135,7.46285,11907,2.1587,1,5,3.03,30,60,60,Contracts; End Game Bonuses; Events; Modular Board; Solo / Solitaire Game; Track Movement; Turn Order: Claim Action; Variable Set-up,Animals; Economic; Environmental; Travel,Family Game,2019
163068,Trickerion: Legends of Illusion,trickerion competitive eurostyle strategy game set fictional world inspire late th century urban life culture spice pinch supernaturalplayer role rival stage illusionist strength characteristic strive fortune fame competition host legendary magician look successor worthy mighty trickerion stone fable grant supernatural power ownerusing worker placement simultaneous action selection mechanism illusionist team helper mdash engineer assistant manager handful apprentice ndash obtain blueprint component increasingly complex magic trick expand team set performance visit downtown dark alley market row theater location main game board depict late th century cityscapethe trick store prepare magician workshop game board performance place theater form tile placement minigame lot player interaction performance yield fame point coin owner base trick consist fame point multiple use serve win condition   turn   performance card reveal game end illusionist fame point winsthe game offer   different trick learn optical spiritual mechanical escape category   character ability   special assignment card influence action take game location base game expand optional rule module add strategic depth gamethe quotdark alleyquot expansion include base game add new location game come   new special assignment card new tier trick   prophecy token alter certain game rule turn turn give game additional variety,https://cf.geekdo-images.com/9gob752VqEklQFV_gz16hw__original/img/ivQUea2qrHp2TDLM4i7gp1123vQ=/0x0/filters:format(png)/pic2585510.png,https://cf.geekdo-images.com/9gob752VqEklQFV_gz16hw__small/img/C2GPhkDu7fWK6L64MTOaYVRCgS4=/fit-in/200x150/filters:strip_icc()/pic2585510.png,https://boardgamegeek.com/boardgame/163068,7.93155,7.45696,7609,4.2179,2,4,3.36,60,180,180,"Action Points; Action Queue; Catch the Leader; Dice Rolling; Simultaneous Action Selection; Tile Placement; Turn Order: Stat-Based; Worker Placement; Worker Placement, Different Worker Types",Post-Napoleonic,Strategy Game,2015
262712,Res Arcana,prepare place powerin high tower alchemist prepare potion vial fill otherworldly fluid sacred grove druid grind herb mystical ritual catacomb necromancer summon bone dragon welcome world re arcanain life death elan calm gold essence fuel art magic choose mage gather essence craft unique artifact use summon dragon conquer place power achieve victorya game typically last   round round player step     collect essence perform   collect ability essence component     action   turn clockwise player place artifact claim monument place power discard card   gold   essence use power straightened component pass exchange magic item draw   card play continue player pass     pass procedure pass player token swap magic item different magic item draw   card     check victory point   vps win straighten turn component begin round,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__original/img/YLSAurBSWEGi3PHsuQWi8St_0Yg=/0x0/filters:format(jpeg)/pic4422847.jpg,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__small/img/5cPMxq_X6VIO8l2t1_6H7C_KqrU=/fit-in/200x150/filters:strip_icc()/pic4422847.jpg,https://boardgamegeek.com/boardgame/262712,7.742,7.45146,13578,2.6088,2,4,2.48,30,60,60,Hand Management; Income; Multi-Use Cards; Open Drafting; Race; Score-and-Reset Game; Take That; Turn Order: Pass Order; Variable Player Powers,Card Game; Fantasy,Strategy Game,2019
161970,Alchemists,alchemist bud alchemist compete discover secret mystical art point earn way point earn publish theory ndash correct theory mdash lie problemthe game play round beginning round player choose play order choose play later rewardsplayer declare action place cube action space action space evaluate order player gain knowledge mix ingredient test result smartphone app io android window randomize rule alchemy new game alchemist long special buy magical artifact extra push   different game powerful expensive money mean s academic pride stake possession artifact definitely earn reputation player earn money sell potion questionable quality adventurer money means end alchemist nt want rich want respect respect usually come publish theoriesduring play player reputation round final exhibition reputation convert point point score artifact grant secret alchemy reveal player score point lose point base theory correct point end game winsflavor textmandrake root scorpion tail spongy mushroom warty toad mdash foundation alchemist livelihood science artbut arcane secret strange ingredient hide time find mix potion drink determine effect mdash play safe test concoction helpful assistant gain riches sell potion wander adventurer invest rich powerful artifact knowledge grow reputation publish theory knowledge wealth fame find murky depth alchemist cauldron,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__original/img/SP4ItZ27dLweUPbz_bF7C-P7GtA=/0x0/filters:format(png)/pic2241156.png,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__small/img/-a0oJ_E49V_7PDW78W7KIyS3rF8=/fit-in/200x150/filters:strip_icc()/pic2241156.png,https://boardgamegeek.com/boardgame/161970,7.67084,7.44969,19424,3.9093,2,4,3.34,120,120,120,Action Drafting; Action Queue; Constrained Bidding; Deduction; End Game Bonuses; Events; Hand Management; Open Drafting; Turn Order: Progressive; Worker Placement,Deduction; Fantasy; Puzzle,Strategy Game,2014
103885,Star Wars: X-Wing Miniatures Game,star war xwing miniatures game tactical shiptoship combat game player control powerful rebel xwing nimble imperial tie fighter face fastpaced space combat feature stunningly detailed paint miniature xwing miniature game recreate exciting star war space combat include scenario select crew plan maneuver complete missionwhatever choose vessel rule xwe facilitate fast visceral gameplay put middle star war fierce firefight ship type unique piloting dial secretly select speed maneuver turn plan maneuver ship dial reveal execute start low skilled pilot rush headlong enemy shower forward deflector laser fire dance away attempt acquire target lock ll total control tense dogfight actionstar war xwe feature unique mission set victory condition special rule broad selection mission clever versatile pilot employ range tactic emerge victorious s mission play way twice thank range customization option varied maneuver possible combat outcome damage example determine dice apply form shuffle damage deck hit fighter sustain ll draw card assign special handicap target computer damage affect ability acquire lock enemy illtime weapon malfunction limit offensive capability bad pilot injure compromise ability focus lifeanddeath struggle engagedthe star war xwe starter set include need begin battle scenario card fully assemble paint ship s star war xwing quicktolearn ruleset establish foundation system expand favorite ship character star war universereimplemented star war xwe second edition,https://cf.geekdo-images.com/yNqgVxaqoZepir7Hzkfe-Q__original/img/H6rYWOhYjT_PXTrvHKyX6FEt-vw=/0x0/filters:format(jpeg)/pic1603292.jpg,https://cf.geekdo-images.com/yNqgVxaqoZepir7Hzkfe-Q__small/img/idalbLcUm2q9yxVZzRDkLEax5AE=/fit-in/200x150/filters:strip_icc()/pic1603292.jpg,https://boardgamegeek.com/boardgame/103885,7.67429,7.44545,23648,2.4889,2,2,1.99,30,45,45,Action Queue; Critical Hits and Failures; Dice Rolling; Line of Sight; Movement Template; Player Elimination; Simulation; Simultaneous Action Selection; Variable Player Powers,Aviation / Flight; Bluffing; Collectible Components; Miniatures; Movies / TV / Radio theme; Science Fiction; Wargame,War Game; Customizable,2012
146652,Legendary Encounters: An Alien Deck Building Game,legendary encounter alien deck building game base movie alien series fully cooperative game original art base marvel superhero version legendary game compatible fully integratedlegendary encounter deckbuilde game family legendary marvel deck building game player cooperate order survive horde alien take role protagonist ripley dallas bishop corporal hick player turn recruit card deck central selection order improve deck defeat xenomorph card add central game boardproduct breakdowngt    total original art card setgt color game board matgt color rule bookgt card insert easy organizationgt customize card organization removable foam insert,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__original/img/nrvJtT-4tYTD0fp3Cr57SKpfMfw=/0x0/filters:format(jpeg)/pic2225180.jpg,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__small/img/AT5BHzGvyKq2w84Cw97JX3tDy-I=/fit-in/200x150/filters:strip_icc()/pic2225180.jpg,https://boardgamegeek.com/boardgame/146652,7.77802,7.44522,11885,2.7045,1,5,2.74,30,60,60,"Cooperative Game; Deck, Bag, and Pool Building; Delayed Purchase; Events; Hidden Roles; Open Drafting; Player Elimination; Solo / Solitaire Game; Team-Based Game; Traitor Game; Variable Player Powers",Card Game; Fighting; Horror; Movies / TV / Radio theme; Science Fiction,Thematic,2014
233398,Endeavor: Age of Sail,endeavor age sail player strive earn glory empire sail europe mediterranean player establish shipping route occupy city world player leverage grow industry culture finance influence build engine extend reach farflung region worldin second edition player experience      doubleside board accommodate different player count      variable start set up new building      exploit enhance mechanism story different region      update visual original artist graphic designer josh cappelmdashdescription publisher,https://cf.geekdo-images.com/YXYqQZ05gC9kNlgX7cbR8g__original/img/D4TCl_FNsC867ww_NNj4VmVUBr0=/0x0/filters:format(jpeg)/pic3913274.jpg,https://cf.geekdo-images.com/YXYqQZ05gC9kNlgX7cbR8g__small/img/tnCicYCs55D8rwF0RKFaBdXjb44=/fit-in/200x150/filters:strip_icc()/pic3913274.jpg,https://boardgamegeek.com/boardgame/233398,7.98146,7.44506,7112,2.8049,2,5,3.93,60,90,90,Area Majority / Influence; Open Drafting; Point to Point Movement; Set Collection; Tech Trees / Tech Tracks,Exploration; Nautical; Renaissance,Strategy Game,2018
147020,Star Realms,star realm spaceship combat deckbuilde game magic hall famer darwin kastle battle hill   rob dougherty ascension codesignerstar realm fast pace deckbuilde card game outer space combat combine fun deckbuilde game interactivity trading card game style combat play use trade acquire new ship basis card turn face trade row trade deck use ship basis acquire generate trade generate combat attack opponent basis reduce opponentrsquos score call authority zero winmultiple deck star realm andor star realm colony war people allow player play variety scenario new version new way play allow   player mode like boss hunter free add star realm colony war deck   player game star realm seriesfactionseach card   card trade deck ship base belong faction trade federation blob star empire machine culttrade federationin far future traditional govern body human race replace corporate leadership earth surround colony rule group corporation call trade federation federationrsquos policy focus trade growth especially profit prosperity corporate ladder prefer deal star realm trade diplomacy large defense branch dedicate protect federationrsquos trade intereststhe blobsthese mysterious creature alien life form encounter human race initial encounter consist human colony completely obliterate occasion blob ship recover somewhat intact biological remain find inside consist gelatinous mass lead moniker ldquothe blobsrdquo year encounter humanity blob extremely violent currently limited trade blob faction daring human tradersthe blob good generate massive amount combat remove undesirable card trade rowstar empirethe star empire consist primarily colony trade federation colony outer edge federation feel corporation feel federation fail adequate protection blob result ambitious colonial governor able unite colony independent empire control strong military ward blob discourage federation try reclaim lost colony star empire combat orient faction draw lot card make opponent discard cardsmachine culta cluster industrial mining world completely cut trade federation blob threat annihilation blob loom contact rest human space world force drastic measure soon cult technology arise focus advanced technology robotic computerization create strong defense powerful military belie relatively small population leader believe salvation lie technology technology soon god religion machine cult gain power able remove undesirable card deck have large number basis design defend authority attackplaye star realmswhen play star realm able acquire use ship basis faction card powerful ally ability reward ship basis faction howeveras acquire card trade discard pile later shuffle personal deck draw ship place discard pile end turn draw base play face use ability turn addition combat way reduce opponentrsquos authority zero win game itrsquos useful destroy opponentrsquos basis basis designate outpost opponentrsquos outpost destroy use combat attack opponentrsquos authority directlystar realm easy learn especially yoursquore familiar deckbuilde game itrsquos game take time master time play game fill strategic decision point good card good card opponent focus take card particular faction take good card available focus acquire trade combat attack opponentrsquos base authority choice yoursquoll face new player neednrsquot agonize choice play advanced player find depth strategy lead great replayability,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__original/img/QXgamCDRuBoRJyU1PQjeh58Pvr8=/0x0/filters:format(jpeg)/pic1903816.jpg,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__small/img/s_CE1b1XXUnYj9auTPhLrvkNsYA=/fit-in/200x150/filters:strip_icc()/pic1903816.jpg,https://boardgamegeek.com/boardgame/147020,7.57958,7.44277,38249,1.9397,2,2,1.99,20,20,20,"Deck, Bag, and Pool Building; Delayed Purchase; Hand Management; Income; Multi-Use Cards; Open Drafting; Player Elimination; Set Collection; Tags; Take That; Variable Set-up",Card Game; Fighting; Science Fiction,Strategy Game,2014
34635,Stone Age,quotstone agequot time hard role hunter collector farmer tool maker ancestor work leg back strain wooden plow stony earth course progress stop wooden plow people search well tool productive plant work effectivein stone age player live time ancestor collect wood break stone wash gold river trade freely expand village achieve new level civilization balance luck plan player compete food prehistoric timeplayer use tribe member phase phase player place man region board think benefit include hunt trading center quarry second phase starting player activate staff area sequence choose follow turn player phase player food available feed population face lose resource point,https://cf.geekdo-images.com/elmZegVZ6gp4_5izUgxGQQ__original/img/cR92Dm6yQ3Lgxt1yR81zUb0ooqQ=/0x0/filters:format(jpeg)/pic1632539.jpg,https://cf.geekdo-images.com/elmZegVZ6gp4_5izUgxGQQ__small/img/MXq3DEKWIozO-PmB4S64BiE5fd0=/fit-in/200x150/filters:strip_icc()/pic1632539.jpg,https://boardgamegeek.com/boardgame/34635,7.5567,7.44233,46988,2.4721,2,4,3.41,60,90,90,Contracts; Dice Rolling; End Game Bonuses; Set Collection; Turn Order: Progressive; Worker Placement,Dice; Economic; Prehistoric,Strategy Game; Family Game,2008
4098,Age of Steam,steambelche iron horse roar wild plain age steam relive era pioneer railroad build track transform america economy cutthroat action center industrial powerhouse grow nation pittsburgh cincinnati chicago beyondchallenge await      finance extensive track network powerful locomotive      route good return cost      beat opposition lucrative shipment      money pay aggressive creditorscompetition brutal game usually go player plan carefullyeach selfcontaine phase game keep player constantly involve make vital decision interact player age steam allow town develop city ensure game exactly samesee age steam faq,https://cf.geekdo-images.com/gBPzZsgm9nrUYVfdK216NA__original/img/eQEmKYEWVoNvEx6PZYZv13275io=/0x0/filters:format(png)/pic4557340.png,https://cf.geekdo-images.com/gBPzZsgm9nrUYVfdK216NA__small/img/aceZ647BbV53Yv7rod9AwpTTst0=/fit-in/200x150/filters:strip_icc()/pic4557340.png,https://boardgamegeek.com/boardgame/4098,7.79148,7.43641,9392,3.9011,1,6,4.33,120,120,120,Auction / Bidding; Catch the Leader; Connections; Dice Rolling; Hexagon Grid; Loans; Network and Route Building; Pick-up and Deliver; Player Elimination; Scenario / Mission / Campaign Game; Selection Order Bid; Solo / Solitaire Game; Tile Placement; Turn Order: Auction; Victory Points as a Resource,Economic; Post-Napoleonic; Trains; Transportation,Strategy Game,2002
253344,Cthulhu: Death May Die,cthulhu death die inspire writing hp lovecraft fellow player represent investigator s instead try stop coming eld god want summon otherworldly being stop permanently start game insane longterm goal shoot cthulhu face speak point game ll probably fail mitigate dice roll properly insanity cause terrible mdash maybe advantageous hard know surethe game multiple episode similar structure act summon happen summon character die prior summon game end lose eld board long alive chance winthe episode standalone contingent play certain order player,https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__original/img/8_FKwPd8bBL3PFjef8Yjz_sFWSk=/0x0/filters:format(jpeg)/pic4705171.jpg,https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__small/img/j03wBmZg1Kp5QaaIu9p-O8XRqeU=/fit-in/200x150/filters:strip_icc()/pic4705171.jpg,https://boardgamegeek.com/boardgame/253344,8.1479,7.43404,5654,2.3782,1,5,2.93,90,120,120,Action Points; Area Movement; Cooperative Game; Dice Rolling; Role Playing; Scenario / Mission / Campaign Game; Solo / Solitaire Game; Variable Player Powers,Fantasy; Fighting; Horror; Miniatures; Novel-based,Thematic,2019
